"lemma","synset","definition","lexicalform","verbforms","lemfreq"
"bruised","bruise.v.01","injure the underlying soft tissue or bone of","verb.contact","['bruised', 'contused', 'contusing']",64
"fined","ticket.v.01","issue a ticket or a fine to as a penalty","verb.social","['fined', 'fining', 'ticketed', 'finessing', 'ticketing', 'finessed']",64
"validate","validate.v.01","declare or make legally valid","verb.social","['validate', 'validated', 'validates', 'validating']",64
"majored","major.v.01","have as one's principal field of study","verb.cognition","['majored', 'majoring']",64
"reminisce","reminisce.v.01","recall the past","verb.cognition","['reminisce', 'reminiscing', 'reminisced', 'reminisces']",64
"wheeled","wheel.v.01","change directions as if revolving on a pivot","verb.motion","['wheeled', 'wheeling']",64
"befall","befall.v.01","become of; happen to","verb.change","['befall', 'befalls', 'befallen', 'betide', 'befell', 'befalling', 'betides']",64
"derail","derail.v.01","cause to run off the tracks","verb.motion","['derail', 'derailed', 'derails', 'derailing']",64
"shunned","shun.v.01","avoid and stay away from deliberately; stay clear of","verb.communication","['shunned', 'shun', 'shunning', 'shuns', 'eschewing', 'eschews', 'eschew', 'eschewed']",64
"stifle","smother.v.03","conceal or hide","verb.contact","['stifle', 'stifled', 'stifling', 'muffle', 'stifles', 'muffles']",64
"minimize","minimize.v.01","make small or insignificant","verb.change","['minimize', 'minimizing', 'minimized', 'minimizes']",63
"fend","fend.v.01","try to manage without help","verb.social","['fend', 'fending', 'fended', 'fends']",63
"relinquish","release.v.08","part with a possession or right","verb.possession","['relinquish', 'relinquished', 'relinquishing', 'relinquishes']",63
"flung","fling.v.01","throw with force or recklessness","verb.contact","['flung', 'flinging', 'flings']",63
"scooped","scoop.v.01","take out or up with or as if with a scoop","verb.contact","['scooped', 'scooping']",63
"updated","update.v.01","modernize or bring up to date","verb.change","['updated', 'updating']",63
"malfunctioning","malfunction.v.01","fail to function or function improperly","verb.contact","['malfunctioning', 'malfunctioned']",63
"bombarded","pelt.v.01","cast, hurl, or throw repeatedly with some missile","verb.contact","['bombarded', 'bombarding', 'pelted', 'pelting']",63
"disintegrate","disintegrate.v.01","break into parts or components or lose cohesion or unity","verb.change","['disintegrate', 'disintegrated', 'disintegrating', 'disintegrates']",63
"fished","fish.v.01","seek indirectly","verb.contact","['fished']",62
"clowning","clown.v.01","act as or like a clown","verb.body","['clowning', 'clowned']",62
"deranged","unbalance.v.02","derange mentally, throw out of mental balance; make insane","verb.emotion","['deranged', 'deranges']",62
"murmuring","murmur.v.01","speak softly or indistinctly","verb.communication","['murmuring', 'murmured']",62
"journeyed","travel.v.02","undertake a journey or trip","verb.motion","['journeyed', 'journeying']",62
"napping","nap.v.01","take a siesta","verb.body","['napping', 'napped', 'catnapped']",62
"subscribe","subscribe.v.01","offer to buy, as of stocks and shares","verb.possession","['subscribe', 'subscribed', 'subscribing']",62
"overloaded","overload.v.01","become overloaded","verb.contact","['overloaded', 'overloading', 'overloads']",62
"rectify","rectify.v.01","math: determine the length of","verb.communication","['rectify', 'rectified', 'rectifying']",62
"amputate","amputate.v.01","remove surgically","verb.contact","['amputate', 'amputated', 'amputates', 'amputating']",62
"mauled","maul.v.01","split (wood) with a maul and wedges","verb.contact","['mauled', 'maul', 'mauling', 'mauls']",62
"replenish","replenish.v.01","fill something that had previously been emptied","verb.change","['replenish', 'refilling', 'replenishing', 'refilled', 'replenished', 'replenishes']",62
"disown","disinherit.v.01","prevent deliberately (as by making a will) from inheriting","verb.possession","['disown', 'disowned', 'disinherit', 'disinherited', 'disowning', 'disinheriting', 'disowns']",62
"engineered","engineer.v.01","design as an engineer","verb.cognition","['engineered']",61
"sacked","sack.v.01","plunder (a town) after capture","verb.possession","['sacked']",61
"valued","value.v.01","fix or determine the value of; assign a value to","verb.cognition","['valued', 'valuing']",61
"commemorate","commemorate.v.01","mark by some ceremony or observation","verb.cognition","['commemorate', 'commemorating', 'commemorated', 'commemorates']",61
"maximize","maximize.v.01","make as big or large as possible","verb.change","['maximize', 'maximizing', 'maximizes', 'maximized']",61
"crunching","crunch.v.01","make a crushing noise","verb.communication","['crunching', 'crunched', 'crunches']",61
"foretold","announce.v.04","foreshadow or presage","verb.communication","['foretold', 'foretell', 'heralded', 'foretells', 'heralding']",61
"sweeten","sweeten.v.01","make sweeter in taste","verb.perception","['sweeten', 'sweetened', 'sweetening', 'sweetens']",61
"repel","repel.v.01","cause to move back by force or influence","verb.contact","['repel', 'repelled', 'repels', 'repelling']",61
"renovating","renovate.v.01","restore to a previous or better condition","verb.change","['renovating', 'renovated', 'renovate']",61
"disbanded","disband.v.01","cause to break up or cease to function","verb.motion","['disbanded', 'disband', 'disbanding']",61
"laden","ladle.v.02","remove with or as if with a ladle","verb.contact","['laden']",60
"spat","spat.v.01","come down like raindrops","verb.weather","['spat', 'spatted']",60
"hark","hark.v.01","listen; used mostly in the imperative","verb.perception","['hark', 'hearken', 'harkened', 'hearkens']",60
"grinning","grin.v.01","to draw back the lips and reveal the teeth, in a smile, grimace, or snarl","verb.body","['grinning', 'grinned']",60
"rouse","bestir.v.01","become active","verb.motion","['rouse', 'roused', 'rouses']",60
"disparage","disparage.v.01","express a negative opinion of","verb.communication","['disparage', 'disparaged', 'disparages']",60
"circumvent","besiege.v.01","surround so as to force to give up","verb.competition","['circumvent', 'besieged', 'besiege', 'circumvented', 'circumventing', 'besieges', 'circumvents']",60
"overestimate","overestimate.v.01","make too high an estimate of","verb.cognition","['overestimate', 'overestimated', 'overestimating', 'overrate', 'overestimates']",60
"gnawing","gnaw.v.01","bite or chew on with the teeth","verb.contact","['gnawing', 'gnawed', 'gnaw', 'gnaws']",60
"poised","poise.v.01","be motionless, in suspension","verb.motion","['poised']",59
"articulate","joint.v.02","provide with a joint","verb.possession","['articulate', 'articulated', 'articulating', 'articulates']",59
"revisit","revisit.v.01","visit again","verb.motion","['revisit', 'revisiting', 'revisited']",59
"lament","lament.v.01","express grief verbally","verb.emotion","['lament', 'lamented', 'lamenting', 'laments', 'keening', 'keens']",59
"slaving","slave.v.01","work very hard, like a slave","verb.social","['slaving', 'slaved']",59
"impregnated","impregnate.v.01","fill, as with a certain quality","verb.change","['impregnated', 'impregnate', 'impregnating']",59
"roughed","rough_in.v.01","prepare in preliminary or sketchy form","verb.creation","['roughed', 'roughing', 'roughs']",59
"huff","huff.v.01","inhale recreational drugs","verb.consumption","['huff', 'huffing', 'huffed', 'huffs']",59
"molded","model.v.02","form in clay, wax, etc","verb.creation","['molded', 'molding', 'moulded']",59
"churning","churn.v.01","stir (cream) vigorously in order to make butter","verb.contact","['churning', 'churn', 'churned']",59
"emit","emit.v.01","expel (gases or odors)","verb.body","['emit', 'emits', 'emitting', 'emitted']",59
"steamed","steamer.v.01","travel by means of steam power","verb.motion","['steamed', 'steams']",58
"misread","misread.v.01","read or interpret wrongly","verb.cognition","['misread', 'misreading']",58
"revise","revise.v.01","make revisions in","verb.communication","['revise', 'revising', 'revises']",58
"unhook","unhook.v.01","take off a hook","verb.contact","['unhook', 'unhooked', 'unhooking', 'unhooks']",58
"upped","up.v.01","raise","verb.change","['upped', 'upping']",58
"douse","douse.v.01","put out, as of a candle or a light","verb.weather","['douse', 'doused', 'douses', 'dousing']",58
"recapture","recapture.v.01","experience anew","verb.emotion","['recapture', 'recaptured', 'recapturing']",58
"redirect","redirect.v.01","channel into a new direction","verb.motion","['redirect', 'redirected', 'redirecting']",58
"silenced","hush.v.02","cause to be quiet or not talk","verb.change","['silenced', 'silences', 'silencing']",58
"entail","entail.v.01","have as a logical consequence","verb.stative","['entail', 'entails', 'entailed', 'entailing']",58
"medicated","medicate.v.01","impregnate with a medicinal substance","verb.body","['medicated', 'medicate', 'medicating', 'medicates']",58
"dabble","dabble.v.01","dip a foot or hand briefly into a liquid","verb.motion","['dabble', 'dabbling', 'dabbled', 'dabbles']",58
"restrict","restrict.v.01","place restrictions on","verb.change","['restrict', 'restricting', 'restricts', 'curtail', 'curtailed']",58
"consummate","consummate.v.01","fulfill sexually","verb.creation","['consummate', 'consummated', 'consummating', 'consummates']",58
"gouge","gouge.v.01","force with the thumb","verb.contact","['gouge', 'gouging', 'gouged']",58
"finalize","finalize.v.01","make final; put the last touches on; put into final form","verb.change","['finalize', 'finalized', 'finalise', 'finalizing', 'finalising']",58
"migrate","migrate.v.01","move from one country or region to another and settle there","verb.motion","['migrate', 'migrated', 'migrating', 'migrates']",58
"glisten","glitter.v.01","be shiny, as if wet","verb.perception","['glisten', 'glistening', 'glittered', 'gleams', 'gleamed', 'glinting', 'glistens', 'glistened', 'glinted']",58
"overcharge","overcharge.v.01","rip off; ask an unreasonable price","verb.possession","['overcharge', 'overcharged', 'fleeced', 'overcharging', 'fleecing', 'fleeces', 'overcharges']",58
"sprained","twist.v.10","twist suddenly so as to sprain","verb.body","['sprained', 'sprains']",57
"simplify","simplify.v.01","make simpler or easier or reduce in complexity or extent","verb.change","['simplify', 'simplifying', 'simplifies']",57
"stained","stain.v.01","color with a liquid dye or tint","verb.change","['stained', 'staining']",57
"clanking","clank.v.01","make a clank","verb.perception","['clanking', 'clanks', 'clanked']",57
"conserve","conserve.v.01","keep constant through physical or chemical reactions or evolutionary change","verb.stative","['conserve', 'conserving', 'conserved', 'conserves']",57
"surfaced","surface.v.01","come to the surface","verb.motion","['surfaced', 'surfacing']",57
"overflowing","overflow.v.01","flow or run over (a limit or brim)","verb.motion","['overflowing', 'overflowed', 'overflows']",57
"replicate","retroflex.v.01","bend or turn backward","verb.motion","['replicate', 'replicating', 'replicated', 'replicates']",57
"fronting","front.v.01","be oriented in a certain direction, often with respect to another reference point; be opposite to","verb.stative","['fronting', 'fronted']",57
"grasping","grasp.v.01","hold firmly","verb.contact","['grasping', 'grasped', 'grasps']",57
"flex","flex.v.01","contract","verb.motion","['flex', 'flexing', 'flexed', 'flexes']",57
"lugging","lug.v.01","carry with difficulty","verb.contact","['lugging', 'toting', 'lugged', 'totes', 'toted']",57
"mutated","mutate.v.01","undergo mutation","verb.change","['mutated', 'mutate', 'mutating', 'mutates']",57
"conditioned","condition.v.01","establish a conditioned response","verb.social","['conditioned']",56
"docked","dock.v.01","come into dock","verb.motion","['docked']",56
"versed","verse.v.01","compose verses or put into verse","verb.creation","['versed']",56
"bequeath","bequeath.v.01","leave or give by will after one's death","verb.possession","['bequeath', 'bequeathed', 'bequeathing', 'bequeaths']",56
"pimping","pander.v.02","arrange for sexual partners for others","verb.consumption","['pimping', 'pimped']",56
"upgraded","upgrade.v.01","rate higher; raise in value or esteem","verb.cognition","['upgraded', 'upgrading']",56
